DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Crm Cd Desc	Mocodes	Vict Age	Vict Sex	Vict Descent	Premis Cd	Premis Desc	Weapon Used Cd	Weapon Desc	Status	Status Desc	Crm Cd 1	Crm Cd 2	Crm Cd 3	Crm Cd 4	LOCATION	Cross Street	LAT	LON
200804686	01/16/2020 12:00:00 AM	01/16/2020 12:00:00 AM	0900	08	West LA	0811	1	330	BURGLARY FROM VEHICLE	1822 1403 0344 1300 1609	23	F	W	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	500    LOS LIONES                   DR	N/A	34.0451	-118.559
200112692	05/30/2020 12:00:00 AM	05/30/2020 12:00:00 AM	0300	01	Central	0162	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1822 0329 1609	0	X	X	210	RESTAURANT/FAST FOOD	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	800 W  7TH                          ST	N/A	34.0487	-118.2588
200707141	03/08/2020 12:00:00 AM	03/08/2020 12:00:00 AM	1300	07	Wilshire	0721	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 1822	50	F	W	402	MARKET	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	8500    BURTON                       WY	N/A	34.0711	-118.3764
200304210	01/04/2020 12:00:00 AM	01/04/2020 12:00:00 AM	1000	03	Southwest	0308	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 1815 0416 0447 1813 1243 1251	23	F	A	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	500	UNKNOWN WEAPON/OTHER WEAPON	AO	Adult Other	626	N/A	N/A	N/A	2100    OAK                          ST	N/A	34.0347	-118.2792
200907510	03/16/2020 12:00:00 AM	03/13/2020 12:00:00 AM	1800	09	Van Nuys	0929	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1606 0344 1300	54	M	H	108	PARKING LOT	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	6400    FULTON                       AV	N/A	34.1867	-118.4225
200215616	09/30/2020 12:00:00 AM	09/30/2020 12:00:00 AM	1310	02	Rampart	0216	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	1202 0344 0377	64	F	A	109	PARK/PLAYGROUND	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	2200 W  SUNSET                       BL	N/A	34.0778	-118.2659
200918969	12/29/2020 12:00:00 AM	12/29/2020 12:00:00 AM	0003	09	Van Nuys	0998	1	310	BURGLARY	0202 0349 1607 0358 1420	57	M	I	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	12900    VALLEYHEART                  DR	N/A	34.1463	-118.4138
200816846	11/25/2020 12:00:00 AM	11/25/2020 12:00:00 AM	1855	08	West LA	0836	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1900    FOX HILLS                    DR	N/A	34.0524	-118.4248
200308914	03/23/2020 12:00:00 AM	03/23/2020 12:00:00 AM	0321	03	Southwest	0363	1	648	ARSON	1501	41	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	648	N/A	N/A	N/A	4000    MUIRFIELD                    RD	N/A	34.0132	-118.3457
200319105	10/19/2020 12:00:00 AM	08/19/2020 12:00:00 AM	1400	03	Southwest	0301	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	5600 W  ADAMS                        BL	N/A	34.0334	-118.3639
200808326	04/15/2020 12:00:00 AM	04/15/2020 12:00:00 AM	1710	08	West LA	0852	2	625	OTHER ASSAULT	0356 1300	28	M	H	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	625	N/A	N/A	N/A	SANTA MONICA	FEDERAL	34.0442	-118.455
200715174	10/21/2020 12:00:00 AM	10/17/2020 12:00:00 AM	1230	07	Wilshire	0722	2	946	OTHER MISCELLANEOUS CRIME	1501	55	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	946	N/A	N/A	N/A	8300 W  3RD                          ST	N/A	34.0727	-118.37
200709809	06/06/2020 12:00:00 AM	05/31/2020 12:00:00 AM	0215	07	Wilshire	0722	1	310	BURGLARY	0342 0325 1609 1309 0329	19	M	O	417	THE BEVERLY CONNECTION	N/A	N/A	AA	Adult Arrest	310	N/A	N/A	N/A	8300    BEVERLY                      BL	N/A	34.0761	-118.3706
200210995	06/05/2020 12:00:00 AM	06/05/2020 12:00:00 AM	1215	02	Rampart	0291	2	900	VIOLATION OF COURT ORDER	0913 2038 2000	28	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	AA	Adult Arrest	900	N/A	N/A	N/A	1400    COURTLAND                    ST	N/A	34.0437	-118.2839
201112811	08/23/2020 12:00:00 AM	08/23/2020 12:00:00 AM	1545	11	Northeast	1189	2	901	VIOLATION OF RESTRAINING ORDER	2038 1402 1020 2004 0913 0360	77	F	H	104	DRIVEWAY	N/A	N/A	AA	Adult Arrest	901	998	N/A	N/A	3400    MARMION                      WY	N/A	34.0864	-118.2155
200121047	11/14/2020 12:00:00 AM	11/14/2020 12:00:00 AM	2030	01	Central	0118	1	761	BRANDISH WEAPON	0443 0334 1816 0906 0913	46	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	511	VERBAL THREAT	IC	Invest Cont	761	N/A	N/A	N/A	300 E  BLOOM                        ST	N/A	34.0628	-118.2286
200414217	10/23/2020 12:00:00 AM	02/27/2020 12:00:00 AM	1100	04	Hollenbeck	0473	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1300 0344	49	F	H	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	600 S  CHICAGO                      ST	N/A	34.0376	-118.2168
200214362	08/29/2020 12:00:00 AM	08/28/2020 12:00:00 AM	2000	02	Rampart	0249	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1000    INGRAHAM                     ST	N/A	34.0512	-118.2621
201116966	12/25/2020 12:00:00 AM	12/24/2020 12:00:00 AM	2200	11	Northeast	1147	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	3500    DIVISION                     ST	N/A	34.1061	-118.2255
201106657	02/29/2020 12:00:00 AM	02/28/2020 12:00:00 AM	1730	11	Northeast	1179	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	AVENUE 40	FIGUEROA	34.0921	-118.2105
200816535	11/16/2020 12:00:00 AM	11/14/2020 12:00:00 AM	2300	08	West LA	0833	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	19	F	H	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	KELTON                       AV	WILKINS                      AV	34.0543	-118.4435
200608037	03/17/2020 12:00:00 AM	03/10/2020 12:00:00 AM	0225	06	Hollywood	0678	2	822	HUMAN TRAFFICKING - COMMERCIAL SEX ACTS	1415 0943 1259	14	F	H	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	822	998	N/A	N/A	WESTERN                      AV	INSTITUTE	34.0855	-118.3091
200510631	06/15/2020 12:00:00 AM	06/14/2020 12:00:00 AM	1400	05	Harbor	0501	1	310	BURGLARY	0358 0344 0206 1607	0	X	X	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	190TH	GARDENA	33.8648	-118.2931
200814402	09/22/2020 12:00:00 AM	09/21/2020 12:00:00 AM	2100	08	West LA	0832	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1607	45	M	W	504	OTHER RESIDENCE	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	11800    DOROTHY                      ST	N/A	34.0507	-118.4683
200600808	08/20/2020 12:00:00 AM	08/20/2020 12:00:00 AM	1905	06	Hollywood	0628	1	761	BRANDISH WEAPON	1402 0334 0421 1822	50	M	B	101	STREET	207	OTHER KNIFE	AO	Adult Other	761	930	998	N/A	BEACHWOOD	FRANKLIN	34.1052	-118.3213
200204331	01/07/2020 12:00:00 AM	01/07/2020 12:00:00 AM	1540	02	Rampart	0247	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	25	F	H	504	OTHER RESIDENCE	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	400 S  UNION                        AV	N/A	34.0596	-118.2701
200717088	12/14/2020 12:00:00 AM	12/14/2020 12:00:00 AM	1300	07	Wilshire	0766	2	624	BATTERY - SIMPLE ASSAULT	0554 0913 0444	23	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	1500    CRENSHAW                     BL	N/A	34.0468	-118.3305
201113381	09/07/2020 12:00:00 AM	09/07/2020 12:00:00 AM	1656	11	Northeast	1137	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 0311	0	M	H	704	ELEMENTARY SCHOOL	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	5500    MONTE VISTA                  ST	N/A	34.1109	-118.2016
200807386	03/15/2020 12:00:00 AM	03/15/2020 12:00:00 AM	1910	08	West LA	0839	1	442	SHOPLIFTING - PETTY THEFT ($950 & UNDER)	0325 1402 0104 1822 1414	0	X	X	402	MARKET	N/A	N/A	IC	Invest Cont	442	998	N/A	N/A	10200    SANTA MONICA                 BL	N/A	34.0605	-118.4193
200805828	02/09/2020 12:00:00 AM	02/09/2020 12:00:00 AM	1030	08	West LA	0895	2	354	THEFT OF IDENTITY	0100 0928 1822	30	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	3400    CLUB                         DR	N/A	34.0312	-118.4031
200113541	06/17/2020 12:00:00 AM	06/16/2020 12:00:00 AM	1830	01	Central	0152	1	310	BURGLARY	1403 1822 1420 0344 0329 1402 1607	51	M	W	702	OFFICE BUILDING/OFFICE	N/A	N/A	IC	Invest Cont	310	998	N/A	N/A	800 W  6TH                          ST	N/A	34.0502	-118.2574
200612994	07/23/2020 12:00:00 AM	07/23/2020 12:00:00 AM	1308	06	Hollywood	0625	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0913 1810 0443	25	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	511	VERBAL THREAT	IC	Invest Cont	930	N/A	N/A	N/A	1900 N  LAS PALMAS                   AV	N/A	34.1131	-118.341
200512849	08/11/2020 12:00:00 AM	07/29/2020 12:00:00 AM	1800	05	Harbor	0513	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	AA	Adult Arrest	510	N/A	N/A	N/A	25800    VERMONT                      AV	N/A	33.7895	-118.2934
200809601	05/18/2020 12:00:00 AM	05/13/2020 12:00:00 AM	1000	08	West LA	0834	2	662	BUNCO, GRAND THEFT	0701	27	M	O	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	662	N/A	N/A	N/A	10700    WILKINS                      AV	N/A	34.0563	-118.4347
200109012	03/12/2020 12:00:00 AM	03/11/2020 12:00:00 AM	1700	01	Central	0145	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 1822	0	M	W	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	400 S  MAIN                         ST	N/A	34.0482	-118.2472
201218150	08/02/2020 12:00:00 AM	08/02/2020 12:00:00 AM	0220	12	77th Street	1232	1	210	ROBBERY	2004 0344 0346 1822	23	M	H	101	STREET	511	VERBAL THREAT	IC	Invest Cont	210	N/A	N/A	N/A	54TH                         ST	WESTERN	33.9872	-118.3277
201006476	02/25/2020 12:00:00 AM	02/25/2020 12:00:00 AM	2310	10	West Valley	1099	2	237	CHILD NEGLECT (SEE 300 W.I.C.)	1257 1310 0553 0913 0413 1206 2001 2002	0	M	W	101	STREET	N/A	N/A	AA	Adult Arrest	237	N/A	N/A	N/A	DEL GADO                     DR	SEPULVEDA                    BL	34.1437	-118.4739
201107635	03/23/2020 12:00:00 AM	03/22/2020 12:00:00 AM	1457	11	Northeast	1146	1	310	BURGLARY	1822 1602 0344 1402 1407 0907	32	F	B	221	PUBLIC STORAGE	N/A	N/A	AA	Adult Arrest	310	998	N/A	N/A	1700    BLAKE                        AV	N/A	34.0955	-118.2418
200311158	05/11/2020 12:00:00 AM	05/10/2020 12:00:00 AM	2200	03	Southwest	0312	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2800 S  COCHRAN                      AV	N/A	34.0289	-118.3598
200408888	05/15/2020 12:00:00 AM	05/06/2020 12:00:00 AM	1530	04	Hollenbeck	0443	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0344	29	M	H	108	PARKING LOT	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	1500 N  SOTO                         ST	N/A	34.0609	-118.2052
201105527	02/04/2020 12:00:00 AM	01/28/2020 12:00:00 AM	1500	11	Northeast	1109	2	664	BUNCO, PETTY THEFT	0800	14	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	664	N/A	N/A	N/A	1400    EAGLE VISTA                  DR	N/A	34.1403	-118.1944
200912552	07/20/2020 12:00:00 AM	07/20/2020 12:00:00 AM	0400	09	Van Nuys	0909	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 1402	0	X	X	103	ALLEY	N/A	N/A	AO	Adult Other	745	998	N/A	N/A	7500    WOODMAN                      PL	N/A	34.2071	-118.4298
201308943	04/01/2020 12:00:00 AM	04/01/2020 12:00:00 AM	0500	13	Newton	1322	1	330	BURGLARY FROM VEHICLE	1607 0358 0344	29	M	H	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	2200    WALL                         ST	N/A	34.0268	-118.2618
200215036	09/15/2020 12:00:00 AM	09/12/2020 12:00:00 AM	2030	02	Rampart	0271	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	900 S  LAKE                         ST	N/A	34.0535	-118.2801
201225245	11/26/2020 12:00:00 AM	11/26/2020 12:00:00 AM	0230	12	77th Street	1242	2	903	CONTEMPT OF COURT	2000 1243 1813 1276 1309 2038 0913	24	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	903	N/A	N/A	N/A	6300    MADDEN                       AV	N/A	33.9827	-118.3255
201014289	10/21/2020 12:00:00 AM	10/20/2020 12:00:00 AM	1700	10	West Valley	1088	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	4600    LOUISE                       AV	N/A	34.1533	-118.5086
200509063	05/05/2020 12:00:00 AM	05/05/2020 12:00:00 AM	1545	05	Harbor	0519	2	888	TRESPASSING	1236	0	X	X	303	OIL REFINERY	N/A	N/A	AA	Adult Arrest	888	N/A	N/A	N/A	2100 E  PACIFIC COAST                HY	N/A	33.7916	-118.2356
200912794	07/27/2020 12:00:00 AM	07/26/2020 12:00:00 AM	2000	09	Van Nuys	0904	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0411 0444 1202 1822	75	M	V	102	SIDEWALK	223	UNKNOWN TYPE CUTTING INSTRUMENT	IC	Invest Cont	230	N/A	N/A	N/A	VAN NUYS                     BL	KESWICK                      ST	34.2103	-118.4488
201213032	05/18/2020 12:00:00 AM	05/18/2020 12:00:00 AM	1305	12	77th Street	1259	1	210	ROBBERY	1309 0342 1822 0448 0344 0216	39	F	H	108	PARKING LOT	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	210	N/A	N/A	N/A	300 E  FLORENCE                     AV	N/A	33.9747	-118.2695
200905573	02/05/2020 12:00:00 AM	02/05/2020 12:00:00 AM	1420	09	Van Nuys	0963	2	624	BATTERY - SIMPLE ASSAULT	0400 0416 1309 0444	40	M	O	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	5000    NOBLE                        AV	N/A	34.1609	-118.4618
201008093	04/15/2020 12:00:00 AM	03/06/2020 12:00:00 AM	0700	10	West Valley	1065	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 0394 1822	28	M	O	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	18000    VENTURA                      BL	N/A	34.1675	-118.5226
200712956	08/19/2020 12:00:00 AM	08/17/2020 12:00:00 AM	2200	07	Wilshire	0784	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1300 0329	61	F	W	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	REDONDO                      BL	BANGOR                       ST	34.0366	-118.3547
200711487	07/10/2020 12:00:00 AM	07/10/2020 12:00:00 AM	1400	07	Wilshire	0701	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0421	72	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	511	VERBAL THREAT	AO	Adult Other	930	N/A	N/A	N/A	500 N  HAYWORTH                     AV	N/A	34.0802	-118.3627
200119398	10/14/2020 12:00:00 AM	10/14/2020 12:00:00 AM	0040	01	Central	0176	1	480	BIKE - STOLEN	1218 1822 0344	63	M	B	102	SIDEWALK	N/A	N/A	IC	Invest Cont	480	N/A	N/A	N/A	8TH	SAN JULIAN	34.0394	-118.2496
201305013	01/18/2020 12:00:00 AM	01/18/2020 12:00:00 AM	1900	13	Newton	1342	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	3600    ADAIR                        ST	N/A	34.0142	-118.2672
200900890	10/18/2020 12:00:00 AM	10/18/2020 12:00:00 AM	0530	09	Van Nuys	0926	1	350	THEFT, PERSON	0344 2000	32	F	H	101	STREET	N/A	N/A	AO	Adult Other	350	N/A	N/A	N/A	KITTRIDGE	VAN NUYS	34.1907	-118.4487
201009658	06/03/2020 12:00:00 AM	06/03/2020 12:00:00 AM	0830	10	West Valley	1061	1	330	BURGLARY FROM VEHICLE	1822 1402 1300 1607 1605	0	F	O	108	PARKING LOT	N/A	N/A	AA	Adult Arrest	330	998	N/A	N/A	19600    DICKENS                      ST	N/A	34.1715	-118.5607
201224599	11/16/2020 12:00:00 AM	11/16/2020 12:00:00 AM	1840	12	77th Street	1204	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0913 0400 0341 1309	52	F	B	102	SIDEWALK	512	MACE/PEPPER SPRAY	IC	Invest Cont	230	N/A	N/A	N/A	N  VERMONT                      AV	45TH                         ST	34.0026	-118.2915
200807657	03/24/2020 12:00:00 AM	03/24/2020 12:00:00 AM	1330	08	West LA	0802	1	330	BURGLARY FROM VEHICLE	1609 0344	27	M	W	101	STREET	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	330	N/A	N/A	N/A	WILL ROGERS STATE PARK	WILL ROGERS STATE PARK	34.0535	-118.5083
201307574	03/04/2020 12:00:00 AM	03/03/2020 12:00:00 AM	1300	13	Newton	1333	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1300	29	M	H	108	PARKING LOT	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	3200 S  SAN PEDRO                    ST	N/A	34.017	-118.2643
201010665	07/04/2020 12:00:00 AM	07/04/2020 12:00:00 AM	0735	10	West Valley	1041	1	330	BURGLARY FROM VEHICLE	0344 1402 1601 1822 0216 0202	34	M	W	101	STREET	N/A	N/A	AO	Adult Other	330	998	N/A	N/A	5800    TAMPA                        AV	N/A	34.1758	-118.5534
200110490	04/14/2020 12:00:00 AM	04/14/2020 12:00:00 AM	1050	01	Central	0143	2	623	BATTERY POLICE (SIMPLE)	1212 2004 0444 1822 0910	0	X	X	902	MTA - RED LINE - PERSHING SQUARE	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	623	N/A	N/A	N/A	4TH	HILL                         ST	34.0503	-118.2504
200505685	02/11/2020 12:00:00 AM	02/11/2020 12:00:00 AM	0001	05	Harbor	0557	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1402 1407 1100 2004 0430 1822	43	M	W	102	SIDEWALK	107	OTHER FIREARM	IC	Invest Cont	230	998	N/A	N/A	6TH                          ST	GRAND                        AV	33.7388	-118.2901
200408520	05/05/2020 12:00:00 AM	05/04/2020 12:00:00 AM	1500	04	Hollenbeck	0438	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2900    DORCHESTER                   AV	N/A	34.0789	-118.1643
200706228	01/28/2020 12:00:00 AM	01/24/2020 12:00:00 AM	1700	07	Wilshire	0724	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344	41	F	B	415	THE GROVE	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	100    THE GROVE                    DR	N/A	34.0761	-118.3563
200809542	05/16/2020 12:00:00 AM	05/16/2020 12:00:00 AM	0350	08	West LA	0827	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0202 1420 1606 1822 0349 0394 0344 0321	31	M	W	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	600 S  BARRINGTON                   AV	N/A	34.0577	-118.4681
200808919	04/30/2020 12:00:00 AM	04/27/2020 12:00:00 AM	2052	08	West LA	0817	1	343	SHOPLIFTING-GRAND THEFT ($950.01 & OVER)	0325 0344 1822 0202 0378 1420 1606	0	X	X	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	343	N/A	N/A	N/A	1000    WESTWOOD                     BL	N/A	34.0626	-118.4454
200115509	07/28/2020 12:00:00 AM	07/28/2020 12:00:00 AM	1305	01	Central	0171	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 1820 1414 1420	27	M	B	503	HOTEL	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	900 W  OLYMPIC                      BL	N/A	34.0454	-118.2658
200711417	07/08/2020 12:00:00 AM	07/07/2020 12:00:00 AM	1500	07	Wilshire	0705	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	1822 0329 1300	32	M	W	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	800 N  DETROIT                      ST	N/A	34.0853	-118.3452
200314116	07/13/2020 12:00:00 AM	07/12/2020 12:00:00 AM	2200	03	Southwest	0354	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	3400    4TH                          AV	N/A	34.0251	-118.3213
200716182	11/20/2020 12:00:00 AM	01/01/2020 12:00:00 AM	0700	07	Wilshire	0732	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	1814 0416	32	M	W	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	6200 W  6TH                          ST	N/A	34.0651	-118.3634
200612966	07/22/2020 12:00:00 AM	07/18/2020 12:00:00 AM	2100	06	Hollywood	0679	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 0311 0906 1300 1822	0	X	X	103	ALLEY	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	NORMANDIE	ROMAINE	34.0885	-118.3005
201108212	04/10/2020 12:00:00 AM	04/10/2020 12:00:00 AM	2000	11	Northeast	1139	1	236	INTIMATE PARTNER - AGGRAVATED ASSAULT	1419 2000 0400 0416 0302 1402 1407 1270 0906 0913	23	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	102	HAND GUN	AA	Adult Arrest	236	998	N/A	N/A	200 S  AVENUE 63	N/A	34.1136	-118.1836
200514113	09/13/2020 12:00:00 AM	09/10/2020 12:00:00 AM	2100	05	Harbor	0551	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0385 1300	22	F	W	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1500 W  SANTA CRUZ                   ST	N/A	33.7446	-118.3096
200604087	01/02/2020 12:00:00 AM	01/01/2020 12:00:00 AM	2330	06	Hollywood	0676	1	330	BURGLARY FROM VEHICLE	1300 1307 1601 1609 0329 0321	31	M	W	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	800    COLE                         AV	N/A	34.0853	-118.3299
200706901	03/02/2020 12:00:00 AM	02/26/2020 12:00:00 AM	0900	07	Wilshire	0735	2	354	THEFT OF IDENTITY	1822 1501	42	F	A	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	600 S  DUNSMUIR                     AV	N/A	34.0649	-118.3483
200318980	10/17/2020 12:00:00 AM	10/08/2020 12:00:00 AM	1610	03	Southwest	0351	2	668	EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)	N/A	0	N/A	N/A	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	668	N/A	N/A	N/A	5000    OBAMA                        BL	N/A	34.0215	-118.3525
200508527	04/20/2020 12:00:00 AM	04/19/2020 12:00:00 AM	1900	05	Harbor	0504	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 0385 1300	37	F	O	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1500    205TH                        ST	N/A	33.8448	-118.304
200809278	05/10/2020 12:00:00 AM	05/08/2020 12:00:00 AM	1800	08	West LA	0806	1	480	BIKE - STOLEN	0344 1822	45	F	W	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	480	N/A	N/A	N/A	100    COPA DE ORO                  RD	N/A	34.0789	-118.4397
200210258	05/16/2020 12:00:00 AM	05/16/2020 12:00:00 AM	1000	02	Rampart	0204	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0344 2032 1606 0345 1822	26	M	W	101	STREET	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	700    LUCILE                       AV	N/A	34.083	-118.2841
